"Fecha1","REGION","CASOS"
2020-04-11,"APU",2
2020-04-12,"APU",0
2020-04-13,"APU",5
2020-04-14,"APU",10
2020-04-15,"APU",2
2020-04-16,"APU",10
2020-04-17,"APU",3
2020-04-18,"APU",0
2020-04-19,"APU",5
2020-04-20,"APU",2
2020-04-21,"APU",4
2020-04-22,"APU",6
2020-03-06,"MOQ",0
2020-03-07,"MOQ",0
2020-03-08,"MOQ",0
2020-03-09,"MOQ",0
2020-03-10,"MOQ",0
2020-03-11,"MOQ",0
2020-03-12,"MOQ",0
2020-03-13,"MOQ",0
2020-03-14,"MOQ",0
2020-03-15,"MOQ",0
2020-03-16,"MOQ",0
2020-03-17,"MOQ",0
2020-03-18,"MOQ",0
2020-03-19,"MOQ",0
2020-03-20,"MOQ",0
2020-03-21,"MOQ",0
2020-03-22,"MOQ",0
2020-03-23,"MOQ",0
2020-03-24,"MOQ",0
2020-03-25,"MOQ",0
2020-03-26,"MOQ",0
2020-03-27,"MOQ",0
2020-03-28,"MOQ",0
2020-03-29,"MOQ",0
2020-03-30,"MOQ",0
2020-03-31,"MOQ",0
2020-04-01,"MOQ",0
2020-04-02,"MOQ",0
2020-04-03,"MOQ",0
2020-04-04,"MOQ",1
2020-04-05,"MOQ",0
2020-04-06,"MOQ",0
2020-04-07,"MOQ",2
2020-04-08,"MOQ",0
2020-04-09,"MOQ",0
2020-04-10,"MOQ",5
2020-04-11,"MOQ",2
2020-04-12,"MOQ",2
2020-04-13,"MOQ",1
2020-04-14,"MOQ",3
2020-04-15,"MOQ",5
2020-04-16,"MOQ",3
2020-04-17,"MOQ",4
2020-04-18,"MOQ",2
2020-04-19,"MOQ",0
2020-04-20,"MOQ",11
2020-04-21,"MOQ",7
2020-04-22,"MOQ",4
2020-03-06,"PUN",0
2020-03-07,"PUN",0
2020-03-08,"PUN",0
2020-03-09,"PUN",0
2020-03-10,"PUN",0
2020-03-11,"PUN",0
2020-03-12,"PUN",0
2020-03-13,"PUN",0
2020-03-14,"PUN",0
2020-03-15,"PUN",0
2020-03-16,"PUN",0
2020-03-17,"PUN",0
2020-03-18,"PUN",0
2020-03-19,"PUN",0
2020-03-20,"PUN",0
2020-03-21,"PUN",0
2020-03-22,"PUN",0
2020-03-23,"PUN",0
2020-03-24,"PUN",0
2020-03-25,"PUN",0
2020-03-26,"PUN",0
2020-03-27,"PUN",0
2020-03-28,"PUN",0
2020-03-29,"PUN",0
2020-03-30,"PUN",0
2020-03-31,"PUN",0
2020-04-01,"PUN",0
2020-04-02,"PUN",0
2020-04-03,"PUN",0
2020-04-04,"PUN",0
2020-04-05,"PUN",0
2020-04-06,"PUN",1
2020-04-07,"PUN",0
2020-04-08,"PUN",0
2020-04-09,"PUN",0
2020-04-10,"PUN",0
2020-04-11,"PUN",1
2020-04-12,"PUN",0
2020-04-13,"PUN",0
2020-04-14,"PUN",0
2020-04-15,"PUN",0
2020-04-16,"PUN",0
2020-04-17,"PUN",3
2020-04-18,"PUN",3
2020-04-19,"PUN",0
2020-04-20,"PUN",3
2020-04-21,"PUN",4
2020-04-22,"PUN",18
2020-03-06,"AMA",0
2020-03-07,"AMA",0
2020-03-08,"AMA",0
2020-03-09,"AMA",0
2020-03-10,"AMA",0
2020-03-11,"AMA",0
2020-03-12,"AMA",0
2020-03-13,"AMA",0
2020-03-14,"AMA",0
2020-03-15,"AMA",0
2020-03-16,"AMA",0
2020-03-17,"AMA",0
2020-03-18,"AMA",0
2020-03-19,"AMA",0
2020-03-20,"AMA",0
2020-03-21,"AMA",0
2020-03-22,"AMA",0
2020-03-23,"AMA",0
2020-03-24,"AMA",0
2020-03-25,"AMA",0
2020-03-26,"AMA",0
2020-03-27,"AMA",0
2020-03-28,"AMA",0
2020-03-29,"AMA",0
2020-03-30,"AMA",0
2020-03-31,"AMA",0
2020-04-01,"AMA",0
2020-04-02,"AMA",0
2020-04-03,"AMA",0
2020-04-04,"AMA",0
2020-04-05,"AMA",0
2020-04-06,"AMA",0
2020-04-07,"AMA",10
2020-04-08,"AMA",0
2020-04-09,"AMA",6
2020-04-10,"AMA",3
2020-04-11,"AMA",0
2020-04-12,"AMA",4
2020-04-13,"AMA",0
2020-04-14,"AMA",0
2020-04-15,"AMA",0
2020-04-16,"AMA",23
2020-04-17,"AMA",5
2020-04-18,"AMA",0
2020-04-19,"AMA",4
2020-04-20,"AMA",3
2020-04-21,"AMA",2
2020-04-22,"AMA",4
2020-03-06,"UCA",0
2020-03-07,"UCA",0
2020-03-08,"UCA",0
2020-03-09,"UCA",0
2020-03-10,"UCA",0
2020-03-11,"UCA",0
2020-03-12,"UCA",0
2020-03-13,"UCA",0
2020-03-14,"UCA",0
2020-03-15,"UCA",0
2020-03-16,"UCA",0
2020-03-17,"UCA",0
2020-03-18,"UCA",0
2020-03-19,"UCA",0
2020-03-20,"UCA",0
2020-03-21,"UCA",0
2020-03-22,"UCA",0
2020-03-23,"UCA",0
2020-03-24,"UCA",0
2020-03-25,"UCA",0
2020-03-26,"UCA",0
2020-03-27,"UCA",0
2020-03-28,"UCA",0
2020-03-29,"UCA",0
2020-03-30,"UCA",0
2020-03-31,"UCA",0
2020-04-01,"UCA",0
2020-04-02,"UCA",0
2020-04-03,"UCA",0
2020-04-04,"UCA",0
2020-04-05,"UCA",0
2020-04-06,"UCA",0
2020-04-07,"UCA",0
2020-04-08,"UCA",0
2020-04-09,"UCA",12
2020-04-10,"UCA",2
2020-04-11,"UCA",1
2020-04-12,"UCA",2
2020-04-13,"UCA",15
2020-04-14,"UCA",0
2020-04-15,"UCA",17
2020-04-16,"UCA",7
2020-04-17,"UCA",17
2020-04-18,"UCA",24
2020-04-19,"UCA",23
2020-04-20,"UCA",29
2020-04-21,"UCA",23
2020-04-22,"UCA",38
